Company_Phone_Number,Created_Date,Violation_Date,Consumer_City,Consumer_State,Consumer_Area_Code,Subject,Recorded_Message_Or_Robocall
3236067227,2019-12-13 14:08:25,2019-12-13 14:05:00,Fort Washington,Maryland,240,Dropped call or no message,Y
8002446562,2019-12-13 14:08:39,2019-12-13 13:48:00,Newport News,Virginia,757,No Subject Provided,N
7194951553,2019-12-13 14:08:40,2019-12-13 11:09:00,Morocco,Indiana,219,Dropped call or no message,N
8889222125,2019-12-13 14:08:41,2019-12-07 16:12:00,,California,916,No Subject Provided,Y
8772639914,2019-12-13 14:08:41,2019-12-13 15:15:00,Locust Grove,Virginia,703,Vacation  & timeshares,Y
8063109097,2019-12-13 14:08:42,2019-12-13 12:37:00,,Utah,435,No Subject Provided,Y
6083716666,2019-12-13 14:08:52,2019-12-13 14:00:00,Fairfax,Virginia,703,Home improvement  & cleaning,N
9033568548,2019-12-13 14:08:53,2019-12-13 12:25:00,Texarkana,Texas,903,Warranties  & protection plans,Y
3054411641,2019-12-13 14:08:54,2019-12-11 11:27:00,Miami Shores,Florida,305,No Subject Provided,N
6164851324,2019-12-13 14:09:02,2019-12-12 17:29:00,,Florida,616,No Subject Provided,Y
3526230713,2019-12-13 14:09:11,2019-12-13 11:09:00,,New Hampshire,603,"Calls pretending to be government, businesses, or family and friends",Y
2144735309,2019-12-13 14:09:15,2019-05-17 10:42:00,,Alabama,205,Work from home  & other ways to make money,Y
7049063682,2019-12-13 14:09:19,2019-12-13 02:08:00,CHARLOTTE,North Carolina,984,"Reducing your debt (credit cards, mortgage, student loans)",N
4358797592,2019-12-13 14:09:22,2019-12-12 14:05:00,,Pennsylvania,215,"Calls pretending to be government, businesses, or family and friends",Y
9511827854,2019-12-13 14:09:24,2019-12-13 10:48:00,,California,951,No Subject Provided,Y
8558670397,2019-12-13 14:09:28,2019-12-09 12:30:00,Matthews,North Carolina,704,Other,N
8599940013,2019-12-13 14:09:30,2019-12-12 16:48:00,Germantown,Ohio,859,No Subject Provided,Y
9549987625,2019-12-13 14:09:35,2019-12-02 09:37:00,Miami Shores,Florida,305,No Subject Provided,N
8332493396,2019-12-13 14:09:37,2019-12-13 02:05:00,,New Jersey,856,Computer  & technical support,Y
8008073068,2019-12-13 14:09:38,2019-12-13 14:05:00,Suffolk,Virginia,757,"Reducing your debt (credit cards, mortgage, student loans)",Y
9163528083,2019-12-13 14:09:38,2019-12-13 09:46:00,Fair Oaks,California,916,No Subject Provided,Y
2063088617,2019-12-13 14:09:44,2019-12-13 11:03:00,,Washington,206,No Subject Provided,N
5175805920,2019-12-13 14:09:46,2019-12-13 13:57:00,Deckerville,Michigan,810,"Calls pretending to be government, businesses, or family and friends",N
7195931359,2019-12-13 14:09:47,2019-12-13 12:19:00,Morocco,Indiana,219,Dropped call or no message,N
7402148355,2019-12-13 14:09:47,2019-12-13 00:00:00,,Ohio,740,"Calls pretending to be government, businesses, or family and friends",Y
6037609245,2019-12-13 14:09:55,2019-12-13 14:03:00,Seabrook,New Hampshire,603,Warranties  & protection plans,Y
,2019-12-13 14:09:58,2019-12-13 11:19:00,Charlotte,North Carolina,800,"Calls pretending to be government, businesses, or family and friends",Y
2053933887,2019-12-13 14:10:00,2019-12-13 13:07:00,,Alabama,205,"Reducing your debt (credit cards, mortgage, student loans)",Y
8008906212,2019-12-13 14:10:08,2019-12-13 13:59:00,,Indiana,317,"Calls pretending to be government, businesses, or family and friends",Y
2122447107,2019-12-13 14:10:08,2019-12-13 13:24:00,clayville,New York,315,No Subject Provided,N
3125006841,2019-12-13 14:10:36,2019-12-13 12:19:00,,Illinois,773,No Subject Provided,N
8302398837,2019-12-13 14:11:25,2019-12-09 19:10:00,,Texas,512,No Subject Provided,N
4062262054,2019-12-13 14:10:16,2019-12-13 13:07:00,Petersburg,Virginia,804,Warranties  & protection plans,Y
9417999463,2019-12-13 14:10:19,2019-12-13 14:02:00,Sarasota,Florida,941,Other,N
9179976529,2019-12-13 14:10:20,2019-12-13 09:27:00,Brooklyn,New York,718,No Subject Provided,Y
8637747056,2019-12-13 14:10:21,2019-12-13 08:30:00,Omaha,Nebraska,402,"Calls pretending to be government, businesses, or family and friends",Y
,2019-12-13 14:10:22,2019-12-13 13:32:00,louisville,Kentucky,502,No Subject Provided,N
4122534503,2019-12-13 14:10:22,2019-12-13 10:54:00,PITTSBURGH,Pennsylvania,412,Dropped call or no message,Y
8005779165,2019-12-13 14:10:23,2019-12-13 00:00:00,Germantown,Ohio,859,No Subject Provided,Y
5172101089,2019-12-13 14:10:25,2019-12-13 14:10:00,,Michigan,989,Medical  & prescriptions,N
8052567749,2019-12-13 14:10:32,2019-12-13 12:06:00,,Arizona,602,Computer  & technical support,Y
7738690979,2019-12-13 14:10:35,2019-05-27 13:20:00,,Alabama,205,"Reducing your debt (credit cards, mortgage, student loans)",Y
7045774083,2019-12-13 14:10:40,2019-12-09 10:38:00,Matthews,North Carolina,704,No Subject Provided,Y
7049063682,2019-12-13 14:10:40,2019-12-13 02:08:00,CHARLOTTE,North Carolina,919,"Reducing your debt (credit cards, mortgage, student loans)",N
5056669632,2019-12-13 14:10:50,2019-12-13 09:05:00,,Pennsylvania,484,"Calls pretending to be government, businesses, or family and friends",Y
2391871414,2019-12-13 14:10:55,2019-12-13 11:42:00,,Florida,616,No Subject Provided,Y
4151520656,2019-12-13 14:10:55,2019-12-11 08:17:00,,California,415,No Subject Provided,Y
2056448042,2019-12-13 14:11:01,2019-12-02 11:03:00,Pelham,Alabama,205,Computer  & technical support,Y
9726199302,2019-12-13 14:11:02,2019-12-13 09:53:00,,Texas,832,Medical  & prescriptions,N
3053957033,2019-12-13 14:11:03,2019-12-13 12:32:00,West Haven,Connecticut,505,"Calls pretending to be government, businesses, or family and friends",Y
9165140948,2019-12-13 14:11:07,2019-12-10 09:28:00,,California,916,No Subject Provided,Y
,2019-12-13 14:11:08,2019-12-12 00:00:00,Midway,Georgia,912,"Calls pretending to be government, businesses, or family and friends",Y
9546781386,2019-12-13 14:11:12,2019-12-13 01:08:00,Salem,Ohio,330,"Calls pretending to be government, businesses, or family and friends",Y
,2019-12-13 14:11:17,2019-12-13 10:49:00,,Virginia,804,"Calls pretending to be government, businesses, or family and friends",N
8559340112,2019-12-13 14:11:19,2019-12-13 13:52:00,St Augustine,Florida,904,Computer  & technical support,Y
8002639845,2019-12-13 14:11:26,2019-12-13 13:04:00,Brandon,Mississippi,601,"Calls pretending to be government, businesses, or family and friends",Y
6502065555,2019-12-13 14:11:26,2019-12-13 08:48:00,,Washington,360,Other,Y
2288130414,2019-12-13 14:11:34,2019-12-12 11:17:00,,New York,212,Other,Y
4357105328,2019-12-13 14:11:37,2019-12-12 10:59:00,,Utah,435,No Subject Provided,Y
7326303052,2019-12-13 14:11:40,2019-12-13 14:04:00,Brooklyn,New York,718,"Calls pretending to be government, businesses, or family and friends",Y
6029959297,2019-12-13 14:11:44,2019-12-13 12:05:00,Scottsdale,Arizona,602,Other,Y
8042518204,2019-12-13 14:11:44,2019-12-13 13:52:00,Henrico,Virginia,804,Warranties  & protection plans,Y
8778591146,2019-12-13 14:11:45,2019-12-09 10:20:00,Matthews,North Carolina,704,No Subject Provided,Y
4707224088,2019-12-13 14:11:46,2019-12-13 11:41:00,Alexandria,Virginia,703,Other,N
9164365967,2019-12-13 14:11:49,2019-12-10 17:04:00,SACRAMENTO,California,916,Dropped call or no message,Y
8887098070,2019-12-13 14:11:50,2019-12-13 11:00:00,Huntington beach,California,714,Other,Y
9107912154,2019-12-13 14:11:54,2019-12-13 14:00:00,,North Carolina,910,Home improvement  & cleaning,N
2129836159,2019-12-13 14:11:55,2019-12-12 12:59:00,Norman,Oklahoma,405,No Subject Provided,Y
5086394977,2019-12-13 14:11:56,2019-12-13 11:52:00,,Massachusetts,508,No Subject Provided,Y
9729101729,2019-12-13 14:11:59,2019-12-11 16:29:00,Abilene,Texas,972,No Subject Provided,Y
9494339895,2019-12-13 14:12:00,2019-12-13 11:08:00,RSM,California,949,"Reducing your debt (credit cards, mortgage, student loans)",Y
8004951269,2019-12-13 14:12:03,2019-12-13 13:11:00,,Texas,817,No Subject Provided,N
98466024823,2019-12-13 14:12:07,2019-08-19 09:55:00,,Alabama,205,"Reducing your debt (credit cards, mortgage, student loans)",Y
8554001754,2019-12-13 14:12:12,2019-12-13 12:48:00,CHICAGO,Illinois,312,Dropped call or no message,N
8444525035,2019-12-13 14:12:13,2019-12-12 15:26:00,,,844,Other,Y
9185252810,2019-12-13 14:12:15,2019-12-13 10:47:00,Tracy,California,209,Other,N
2097976044,2019-12-13 14:12:16,2019-12-13 10:00:00,CHEYENNE,Wyoming,307,"Calls pretending to be government, businesses, or family and friends",Y
3852501516,2019-12-13 14:12:17,2019-12-13 10:45:00,,California,310,No Subject Provided,N
8006914331,2019-12-13 14:12:19,2019-12-13 12:51:00,St Louis,Missouri,314,"Calls pretending to be government, businesses, or family and friends",Y
4022050815,2019-12-13 14:12:22,2019-12-13 13:00:00,Omaha,Nebraska,402,Other,Y
8052103404,2019-12-13 14:12:24,2019-12-12 11:46:00,San Luis Obispo,California,805,Dropped call or no message,Y
2028054355,2019-12-13 14:12:24,2019-12-13 11:57:00,,Idaho,805,"Reducing your debt (credit cards, mortgage, student loans)",Y
5094878707,2019-12-13 14:12:24,2019-12-13 00:00:00,Spokane,Washington,509,Home improvement  & cleaning,Y
8059884969,2019-12-13 14:12:36,2019-12-13 10:06:00,Camarillo,California,805,No Subject Provided,Y
2143774185,2019-12-13 14:12:36,2019-12-13 13:05:00,Dallas,Texas,214,Warranties  & protection plans,Y
8133815174,2019-12-13 14:12:40,2019-12-13 12:36:00,EFFORT,Pennsylvania,570,Vacation  & timeshares,Y
8326854344,2019-12-13 14:12:41,2019-12-13 11:05:00,Corvallis,Oregon,541,"Calls pretending to be government, businesses, or family and friends",Y
6164859766,2019-12-13 14:12:45,2019-12-12 15:52:00,,Florida,616,No Subject Provided,Y
8776584554,2019-12-13 14:12:45,2019-12-13 10:13:00,,Idaho,208,"Calls pretending to be government, businesses, or family and friends",Y
7173456138,2019-12-13 14:12:48,2019-12-12 12:42:00,Germantown,Ohio,859,No Subject Provided,Y
4805712395,2019-12-13 14:12:52,2019-12-13 12:09:00,,Arizona,602,No Subject Provided,Y
7045774083,2019-12-13 14:12:56,2019-12-07 10:37:00,Matthews,North Carolina,704,No Subject Provided,Y
5122913663,2019-12-13 14:12:57,2019-12-13 11:39:00,Austin,Texas,512,Medical  & prescriptions,Y
8884059229,2019-12-13 14:12:58,2019-12-13 11:40:00,,Michigan,734,Dropped call or no message,N
,2019-12-13 14:13:02,2019-12-13 11:00:00,,Ohio,937,No Subject Provided,Y
7274530660,2019-12-13 14:13:08,2019-12-13 02:09:00,,Texas,281,Dropped call or no message,Y
9166228502,2019-12-13 14:13:08,2019-12-11 18:50:00,,California,916,No Subject Provided,Y
2072920318,2019-12-13 14:13:11,2019-12-13 11:08:00,,Washington,207,Other,N
4254366648,2019-12-13 14:13:14,2019-12-13 14:05:00,,Maryland,667,Other,Y
8008459693,2019-12-13 14:13:18,2019-12-13 09:46:00,Chesapeake,Virginia,757,"Calls pretending to be government, businesses, or family and friends",Y
8002752273,2019-12-13 14:13:21,2019-10-13 18:24:00,Seattle,Washington,206,Computer  & technical support,Y
5152163972,2019-12-13 14:13:21,2019-12-13 08:01:00,Waterloo,Iowa,319,"Calls pretending to be government, businesses, or family and friends",Y
9728972331,2019-12-13 14:13:22,2019-12-11 11:32:00,Abilene,Texas,972,No Subject Provided,Y
9784105584,2019-12-13 14:13:26,2019-12-13 12:03:00,plant city,Florida,813,Warranties  & protection plans,Y
4846223838,2019-12-13 14:13:26,2019-12-13 14:04:00,Downingtown,Pennsylvania,484,"Energy, solar,  & utilities",Y
8777822104,2019-12-13 14:13:27,2019-12-13 11:26:00,,Idaho,805,No Subject Provided,N
2311352215,2019-12-13 14:13:36,2019-12-13 14:09:00,Petoskey,Michigan,231,"Reducing your debt (credit cards, mortgage, student loans)",Y
2343862628,2019-12-13 14:13:43,2019-12-13 10:00:00,Salem,Ohio,330,Medical  & prescriptions,Y
8596406532,2019-12-13 14:13:43,2019-12-11 16:23:00,Germantown,Ohio,859,No Subject Provided,N
2052926609,2019-12-13 14:13:49,2019-10-15 16:28:00,,Alabama,205,Warranties  & protection plans,Y
3393338878,2019-12-13 14:13:51,2019-12-13 14:01:00,Southborough,Massachusetts,774,Charities,N
2674599331,2019-12-13 14:13:54,2019-12-13 13:10:00,Morton,Illinois,309,"Energy, solar,  & utilities",Y
7172762053,2019-12-13 14:14:01,2019-12-13 14:12:00,,Indiana,317,"Calls pretending to be government, businesses, or family and friends",Y
7045774083,2019-12-13 14:14:06,2019-12-06 12:19:00,Matthews,North Carolina,704,No Subject Provided,Y
7736944321,2019-12-13 14:14:10,2019-12-13 12:39:00,Buffalo Grove,Illinois,847,"Reducing your debt (credit cards, mortgage, student loans)",Y
9717622123,2019-12-13 14:14:13,2019-12-13 11:12:00,,Oregon,971,"Lotteries, prizes  & sweepstakes",Y
6311253325,2019-12-13 14:14:21,2019-12-02 09:44:00,BEAUFORT,South Carolina,843,Dropped call or no message,Y
7325275216,2019-12-13 14:14:24,2019-12-10 05:19:00,,New Jersey,732,No Subject Provided,Y
2106749791,2019-12-13 14:14:24,2019-12-13 13:10:00,Corpus Christi,Texas,361,No Subject Provided,Y
5096877677,2019-12-13 14:14:24,2019-12-13 00:12:00,,Washington,509,No Subject Provided,Y
8637747056,2019-12-13 14:14:25,2019-12-13 20:30:00,Omaha,Nebraska,402,"Calls pretending to be government, businesses, or family and friends",Y
8559290132,2019-12-13 14:14:28,2019-11-22 16:12:00,Newark,Delaware,732,Warranties  & protection plans,Y
8002752273,2019-12-13 14:14:30,2019-10-13 18:01:00,Seattle,Washington,206,Computer  & technical support,Y
8882968493,2019-12-13 14:14:32,2019-12-13 13:12:00,Saint Louis,Missouri,314,Dropped call or no message,N
6319135028,2019-12-13 14:14:41,2019-12-13 14:11:00,,New York,631,Warranties  & protection plans,Y
7132588909,2019-12-13 14:14:47,2019-12-11 15:11:00,Abilene,Texas,972,No Subject Provided,Y
8053656997,2019-12-13 14:14:53,2019-12-13 10:30:00,Camarillo,California,805,No Subject Provided,Y
8883821222,2019-12-13 14:14:58,2019-12-13 14:09:00,plant city,Florida,813,No Subject Provided,Y
7023590499,2019-12-13 14:14:59,2019-12-13 09:34:00,,Hawaii,808,No Subject Provided,N
6066361207,2019-12-13 14:15:00,2019-12-13 14:02:00,Nancy,Kentucky,606,No Subject Provided,Y
8722193053,2019-12-13 14:15:04,2019-10-17 11:28:00,,Alabama,205,Warranties  & protection plans,Y
4126468319,2019-12-13 14:15:05,2019-12-13 11:46:00,Marysville,Kansas,785,"Calls pretending to be government, businesses, or family and friends",Y
8183633621,2019-12-13 14:15:23,2019-12-09 15:17:00,,Texas,512,No Subject Provided,N
3055085646,2019-12-13 14:15:25,2019-12-06 09:52:00,,Florida,727,No Subject Provided,N
7156787055,2019-12-13 14:15:13,2019-12-13 13:09:00,,Wisconsin,715,No Subject Provided,Y
9379279330,2019-12-13 14:15:14,2019-12-13 14:01:00,,Ohio,937,Warranties  & protection plans,Y
3236340859,2019-12-13 14:15:18,2019-12-13 02:15:00,,New York,518,No Subject Provided,Y
4022050886,2019-12-13 14:15:21,2019-12-13 09:51:00,Omaha,Nebraska,402,No Subject Provided,Y
1586295459,2019-12-13 14:15:22,2019-12-13 01:45:00,Saint Clair Shores,Michigan,586,No Subject Provided,Y
6184108848,2019-12-13 14:15:26,2019-12-13 13:01:00,webster groves,Missouri,636,Other,Y
3103074599,2019-12-13 14:15:29,2019-12-13 11:12:00,LONG BEACH,California,310,Medical  & prescriptions,Y
8434812365,2019-12-13 14:15:30,2019-12-02 09:45:00,BEAUFORT,South Carolina,843,Dropped call or no message,Y
8002752273,2019-12-13 14:15:33,2019-10-13 17:33:00,Seattle,Washington,206,Computer  & technical support,Y
,2019-12-13 14:15:35,2019-12-13 11:12:00,,,866,"Calls pretending to be government, businesses, or family and friends",Y
3524931653,2019-12-13 14:15:38,2019-12-13 13:45:00,,Florida,352,No Subject Provided,N
7048474810,2019-12-13 14:15:38,2019-12-11 16:40:00,Matthews,North Carolina,704,No Subject Provided,Y
7028283183,2019-12-13 14:15:41,2019-12-13 09:56:00,North Las Vegas,Nevada,702,"Calls pretending to be government, businesses, or family and friends",Y
9546861512,2019-12-13 14:15:53,2019-12-13 13:11:00,Woodstock,Illinois,239,Other,Y
9785224833,2019-12-13 14:15:54,2019-12-13 14:11:00,Greenfield,Massachusetts,413,Charities,Y
,2019-12-13 14:15:57,2019-12-03 15:08:00,Goldthwaite,Texas,214,Vacation  & timeshares,Y
7025150669,2019-12-13 14:15:59,2019-12-13 10:10:00,,Nevada,702,Warranties  & protection plans,Y
4258896375,2019-12-13 14:16:03,2019-12-13 11:09:00,,Washington,425,No Subject Provided,Y
5082381599,2019-12-13 14:16:04,2019-12-13 09:42:00,,Massachusetts,508,No Subject Provided,Y
8557693203,2019-12-13 14:16:06,2019-12-13 13:22:00,plant city,Florida,813,No Subject Provided,Y
9899280930,2019-12-13 14:16:06,2019-12-13 13:15:00,Shipshewana,Indiana,574,"Calls pretending to be government, businesses, or family and friends",N
3970457,2019-12-13 14:16:07,2019-12-13 13:13:00,Doyle,Tennessee,931,No Subject Provided,Y
6468460374,2019-12-13 14:16:08,2019-12-13 13:00:00,LENEXA,Kansas,913,"Calls pretending to be government, businesses, or family and friends",Y
4802103969,2019-12-13 14:16:19,2019-12-13 08:45:00,,Arizona,602,No Subject Provided,N
4692831379,2019-12-13 14:16:19,2019-12-13 12:11:00,el paso,Texas,915,"Lotteries, prizes  & sweepstakes",Y
9899280930,2019-12-13 14:16:19,2019-12-13 13:15:00,Shipshewana,Indiana,574,"Calls pretending to be government, businesses, or family and friends",N
6302978365,2019-12-13 14:16:20,2019-12-13 12:38:00,Downers Grove,Illinois,630,Other,N
2052925736,2019-12-13 14:16:22,2019-11-05 12:16:00,,Alabama,205,Warranties  & protection plans,N
8007794915,2019-12-13 14:16:29,2019-12-13 11:10:00,,California,310,Other,Y
5530624475,2019-12-13 14:16:35,2019-12-13 09:33:00,,California,925,Dropped call or no message,Y
7325216534,2019-12-13 14:16:35,2019-12-10 16:38:00,,New Jersey,732,No Subject Provided,Y
8037467427,2019-12-13 14:16:41,2019-12-02 10:46:00,BEAUFORT,South Carolina,843,Dropped call or no message,Y
7045774083,2019-12-13 14:16:43,2019-12-11 10:07:00,Matthews,North Carolina,704,No Subject Provided,Y
8004632145,2019-12-13 14:16:46,2019-12-13 12:43:00,Des Moines,Iowa,515,Dropped call or no message,N
7861307651,2019-12-13 14:16:49,2019-12-13 12:14:00,,New York,516,No Subject Provided,Y
7243181308,2019-12-13 14:16:50,2019-12-10 18:47:00,Wilkes Barre,Pennsylvania,570,Dropped call or no message,Y
7024639374,2019-12-13 14:16:54,2019-12-12 09:36:00,North Las Vegas,Nevada,702,"Calls pretending to be government, businesses, or family and friends",Y
7275133195,2019-12-13 14:17:47,2019-12-06 14:18:00,,Florida,727,No Subject Provided,N
8042418204,2019-12-13 14:17:00,2019-12-13 06:00:00,RICHMOND,Virginia,804,Warranties  & protection plans,Y
,2019-12-13 14:17:04,2019-12-13 12:53:00,louisville,Kentucky,502,No Subject Provided,N
8309145422,2019-12-13 14:17:06,2019-12-13 14:10:00,Evans,Georgia,706,"Calls pretending to be government, businesses, or family and friends",Y
3526945095,2019-12-13 14:17:06,2019-12-13 14:07:00,,Florida,352,No Subject Provided,N
9102393354,2019-12-13 14:17:11,2019-12-13 14:08:00,Fayetteville,North Carolina,910,No Subject Provided,N
8004667228,2019-12-13 14:17:11,2019-12-13 11:08:00,Palo Alto,California,713,"Calls pretending to be government, businesses, or family and friends",Y
8002752273,2019-12-13 14:17:18,2019-10-13 17:00:00,Seattle,Washington,206,Computer  & technical support,Y
8001858429,2019-12-13 14:17:25,2019-12-13 13:02:00,,Minnesota,651,"Calls pretending to be government, businesses, or family and friends",N
9363370256,2019-12-13 14:17:29,2019-12-13 14:14:00,,Pennsylvania,267,"Calls pretending to be government, businesses, or family and friends",Y
2023014131,2019-12-13 14:17:29,2019-12-13 11:13:00,Philadelphia,Pennsylvania,267,"Calls pretending to be government, businesses, or family and friends",Y
8004632145,2019-12-13 14:17:29,2019-12-13 13:02:00,Des Moines,Iowa,515,Dropped call or no message,N
7349074517,2019-12-13 14:17:32,2019-12-13 14:14:00,Monroe,Michigan,734,Other,Y
8042512109,2019-12-13 14:17:36,2019-12-13 14:00:00,Jamestown,New York,814,"Calls pretending to be government, businesses, or family and friends",Y
4142350299,2019-12-13 14:17:36,2019-12-09 17:09:00,Mount Pleasant,Wisconsin,414,"Reducing your debt (credit cards, mortgage, student loans)",Y
8663832532,2019-12-13 14:18:23,2019-12-09 09:27:00,,Ohio,513,No Subject Provided,N
8135339761,2019-12-13 14:17:45,2019-12-13 14:10:00,Ruskin,Florida,813,"Calls pretending to be government, businesses, or family and friends",Y
7045774083,2019-12-13 14:17:46,2019-12-10 00:00:00,Matthews,North Carolina,704,No Subject Provided,Y
2406819985,2019-12-13 14:17:46,2019-12-13 14:04:00,,Maryland,240,Charities,N
6155103085,2019-12-13 14:19:04,2019-12-09 14:23:00,,Texas,512,No Subject Provided,N
8007173779,2019-12-13 14:17:51,2019-12-13 14:17:00,,New York,917,Other,Y
2813940626,2019-12-13 14:20:02,2019-12-11 10:28:00,,Massachusetts,413,No Subject Provided,N
9726921863,2019-12-13 14:17:53,2019-12-11 18:50:00,Abilene,Texas,972,No Subject Provided,Y
3025158736,2019-12-13 14:17:59,2019-12-02 11:42:00,BEAUFORT,South Carolina,843,Dropped call or no message,Y
8009452000,2019-12-13 14:17:59,2019-12-12 15:27:00,North Las Vegas,Nevada,702,"Calls pretending to be government, businesses, or family and friends",Y
8768966569,2019-12-13 14:18:05,2019-12-13 12:30:00,Florissant,Missouri,314,"Lotteries, prizes  & sweepstakes",N
9494475846,2019-12-13 14:18:08,2019-08-01 13:30:00,Midwest City,Oklahoma,916,Other,Y
9712333327,2019-12-13 14:18:54,2019-12-13 11:15:00,,Oregon,503,No Subject Provided,N
5612216184,2019-12-13 14:18:17,2019-12-13 09:47:00,,Florida,561,Other,Y
3307533146,2019-12-13 14:18:19,2019-12-12 16:58:00,struthers,Ohio,330,Other,Y
8184836305,2019-12-13 14:18:20,2019-12-13 10:35:00,Cudahy,Wisconsin,414,Medical  & prescriptions,N
9417999463,2019-12-13 14:18:26,2019-12-12 11:10:00,Sarasota,Florida,941,Warranties  & protection plans,Y
8002752273,2019-12-13 14:18:27,2019-10-13 16:31:00,Seattle,Washington,206,Computer  & technical support,Y
6267329835,2019-12-13 14:18:31,2019-12-13 14:10:00,,Pennsylvania,267,No Subject Provided,Y
8004321000,2019-12-13 14:18:35,2019-12-13 11:12:00,,California,760,"Calls pretending to be government, businesses, or family and friends",Y
8186517872,2019-12-13 14:18:41,2019-12-13 11:00:00,San Diego,California,619,"Calls pretending to be government, businesses, or family and friends",Y
4045024663,2019-12-13 14:18:42,2019-12-13 14:10:00,Kennesaw,Georgia,404,No Subject Provided,Y
5187374140,2019-12-13 14:18:45,2019-12-12 13:23:00,,New York,518,No Subject Provided,Y
4106582797,2019-12-13 14:18:50,2019-12-13 12:07:00,Conowingo,Maryland,443,Dropped call or no message,N
8007223976,2019-12-13 14:18:56,2019-12-13 12:48:00,WINFIELD,Kansas,682,"Calls pretending to be government, businesses, or family and friends",Y
8663312317,2019-12-13 14:18:58,2019-12-13 11:10:00,San Francisco,California,415,"Calls pretending to be government, businesses, or family and friends",Y
9726537580,2019-12-13 14:18:59,2019-12-13 13:15:00,,Texas,972,Other,Y
7028283183,2019-12-13 14:18:59,2019-12-13 09:56:00,North Las Vegas,Nevada,702,"Calls pretending to be government, businesses, or family and friends",Y
8435243727,2019-12-13 14:19:02,2019-12-02 12:28:00,BEAUFORT,South Carolina,843,Dropped call or no message,Y
3188187022,2019-12-13 14:19:04,2019-12-13 10:57:00,,California,323,No Subject Provided,Y
7089480622,2019-12-13 14:19:04,2019-12-13 13:16:00,,Alabama,205,No Subject Provided,Y
2532109014,2019-12-13 14:19:05,2019-12-13 11:17:00,Puyallup,Washington,253,"Reducing your debt (credit cards, mortgage, student loans)",Y
7046840539,2019-12-13 14:19:06,2019-12-10 16:19:00,Matthews,North Carolina,704,No Subject Provided,Y
8653023063,2019-12-13 14:19:06,2019-12-12 18:45:00,Knoxville,Tennessee,865,Vacation  & timeshares,N
8006862325,2019-12-13 14:19:07,2019-12-13 10:11:00,La Conner,Washington,206,Other,Y
,2019-12-13 14:19:08,2019-12-13 11:14:00,,California,346,"Calls pretending to be government, businesses, or family and friends",Y
,2019-12-13 14:19:09,2019-12-13 12:15:00,Willis,Texas,800,"Calls pretending to be government, businesses, or family and friends",Y
2403515321,2019-12-13 14:19:14,2019-12-13 13:06:00,,Pennsylvania,267,No Subject Provided,Y
8775311552,2019-12-13 14:20:10,2019-12-04 10:28:00,,Florida,727,No Subject Provided,N
5084379635,2019-12-13 14:19:26,2019-12-13 09:30:00,,Massachusetts,508,No Subject Provided,Y
8596663191,2019-12-13 14:19:33,2019-12-13 09:51:00,,Alabama,205,Dropped call or no message,Y
9724307344,2019-12-13 14:19:35,2019-12-13 13:15:00,,Texas,972,No Subject Provided,Y
5183440505,2019-12-13 14:19:38,2019-12-12 13:51:00,,New York,518,No Subject Provided,Y
,2019-12-13 14:19:40,2019-12-13 12:59:00,,Minnesota,800,"Calls pretending to be government, businesses, or family and friends",Y
6095174620,2019-12-13 14:19:47,2019-12-12 13:00:00,Linwood,New Jersey,609,"Reducing your debt (credit cards, mortgage, student loans)",Y
5158240833,2019-12-13 14:19:49,2019-12-13 13:18:00,Des Moines,Iowa,515,Dropped call or no message,N
4102688066,2019-12-13 14:19:50,2019-12-13 13:01:00,Annapolis,Maryland,410,No Subject Provided,Y
7199308455,2019-12-13 14:19:52,2019-12-13 14:16:00,souderton,Pennsylvania,215,No Subject Provided,Y
7187411774,2019-12-13 14:19:57,2019-11-25 15:35:00,SAINT ALBANS,New York,718,No Subject Provided,Y
2527514491,2019-12-13 14:20:02,2019-12-13 12:58:00,Gadsden,Alabama,256,Other,Y
8037467426,2019-12-13 14:20:02,2019-12-02 14:31:00,BEAUFORT,South Carolina,843,Dropped call or no message,Y
2133582553,2019-12-13 14:20:02,2019-12-11 13:21:00,,Florida,561,"Reducing your debt (credit cards, mortgage, student loans)",Y
3053957033,2019-12-13 14:20:04,2019-12-13 14:11:00,Charlotte,North Carolina,813,"Calls pretending to be government, businesses, or family and friends",Y
8563780975,2019-12-13 14:20:07,2019-12-13 02:07:00,blackwood,New Jersey,856,Warranties  & protection plans,N
5713993952,2019-12-13 14:20:11,2019-12-13 13:42:00,Blasdell,New York,716,No Subject Provided,N
5136549982,2019-12-13 14:20:21,2019-12-09 13:34:00,,Ohio,513,No Subject Provided,N
5182843946,2019-12-13 14:20:17,2019-12-13 14:13:00,Clifton Park,New York,518,Dropped call or no message,N
9724971400,2019-12-13 14:20:18,2019-12-10 12:01:00,Matthews,North Carolina,704,No Subject Provided,Y
2158225775,2019-12-13 14:20:19,2019-12-11 09:06:00,Wilkes Barre,Pennsylvania,570,Dropped call or no message,Y
5182683070,2019-12-13 14:20:26,2019-12-13 13:55:00,,New York,518,No Subject Provided,Y
2549186899,2019-12-13 14:20:28,2019-12-13 14:02:00,Washington,District of Columbia,202,"Reducing your debt (credit cards, mortgage, student loans)",Y
5128556596,2019-12-13 14:20:28,2019-12-06 09:00:00,columbia,Missouri,573,"Calls pretending to be government, businesses, or family and friends",Y
