Company_Phone_Number,Created_Date,Violation_Date,Consumer_City,Consumer_State,Consumer_Area_Code,Subject,Recorded_Message_Or_Robocall
9784620316,2019-12-13 18:54:02,2019-12-13 15:15:00,Ipswich,Massachusetts,978,Medical  & prescriptions,Y
3079315564,2019-12-13 18:54:07,2019-12-12 11:58:00,Edgewood,New Mexico,505,No Subject Provided,N
7147073260,2019-12-13 18:54:09,2019-12-04 17:58:00,Mesa,Arizona,480,Dropped call or no message,Y
1586777631,2019-12-13 18:54:12,2019-12-13 13:43:00,Fraser,Michigan,586,Medical  & prescriptions,N
,2019-12-13 18:54:13,2019-12-13 16:45:00,,New Hampshire,603,Computer  & technical support,Y
3018593967,2019-12-13 18:54:27,2019-12-13 00:00:00,Silver Spring,Maryland,301,No Subject Provided,N
8007812710,2019-12-13 18:54:28,2019-12-13 17:07:00,Isabella,Missouri,417,Home security  & alarms,Y
3347816563,2019-12-13 18:54:28,2019-12-13 17:23:00,,Georgia,229,No Subject Provided,Y
8007925070,2019-12-13 18:54:29,2019-12-10 14:05:00,Dale,Indiana,812,No Subject Provided,Y
7174794258,2019-12-13 18:55:05,2019-12-13 16:37:00,,Pennsylvania,717,No Subject Provided,
8009575317,2019-12-13 18:54:40,2019-12-13 17:43:00,,Texas,832,No Subject Provided,Y
7042346046,2019-12-13 18:54:43,2019-12-13 10:57:00,Dallas,North Carolina,704,No Subject Provided,N
6268779331,2019-12-13 18:54:45,2019-12-13 12:25:00,,Iowa,319,Other,Y
9782534038,2019-12-13 18:54:49,2019-12-13 15:40:00,Ipswich,Massachusetts,978,No Subject Provided,Y
6152880841,2019-12-13 18:54:53,2019-12-13 17:47:00,,Tennessee,615,Medical  & prescriptions,Y
4692098222,2019-12-13 18:54:55,2019-12-12 00:00:00,,Texas,214,No Subject Provided,N
8326854766,2019-12-13 18:55:03,2019-12-12 15:15:00,Williamsville,New York,716,"Calls pretending to be government, businesses, or family and friends",Y
3128266165,2019-12-13 18:55:03,2019-12-13 16:06:00,Chicago,Illinois,312,Dropped call or no message,N
5419286811,2019-12-13 18:55:04,2019-12-09 18:36:00,Albany,Oregon,541,No Subject Provided,Y
8556385840,2019-12-13 18:55:04,2019-12-12 15:36:00,,California,209,Other,N
5856855529,2019-12-13 18:55:08,2019-12-13 05:34:00,,New York,585,No Subject Provided,N
8884225654,2019-12-13 18:55:10,2019-12-03 12:26:00,12004 W Carroll Rd Beloit,Wisconsin,608,Computer  & technical support,N
8007925070,2019-12-13 18:55:11,2019-12-10 14:04:00,Dale,Indiana,812,No Subject Provided,Y
7742206284,2019-12-13 18:55:50,2019-12-13 17:58:00,,Massachusetts,774,No Subject Provided,N
2692990347,2019-12-13 18:55:14,2019-12-13 18:50:00,Lawton,Michigan,469,"Calls pretending to be government, businesses, or family and friends",Y
6026916001,2019-12-13 18:55:22,2019-12-04 15:38:00,Mesa,Arizona,480,Dropped call or no message,Y
9562653036,2019-12-13 18:55:22,2019-12-11 00:00:00,,Texas,214,No Subject Provided,N
5044019456,2019-12-13 18:55:22,2019-12-13 14:34:00,Kenner,Louisiana,504,Dropped call or no message,Y
9784276958,2019-12-13 18:55:36,2019-12-13 17:15:00,Ipswich,Massachusetts,978,Medical  & prescriptions,Y
4256905955,2019-12-13 18:55:42,2019-12-13 15:34:00,Renton,Washington,425,Medical  & prescriptions,Y
2537625360,2019-12-13 18:55:49,2019-12-10 00:00:00,,Texas,214,No Subject Provided,N
8653351968,2019-12-13 18:55:50,2019-12-13 00:00:00,Loudon,Tennessee,865,Dropped call or no message,N
8004424000,2019-12-13 18:55:51,2019-12-13 11:58:00,Hartford,Connecticut,860,Computer  & technical support,Y
8776095704,2019-12-13 18:55:52,2019-12-13 17:23:00,,Virginia,757,No Subject Provided,N
2142088067,2019-12-13 18:55:52,2019-12-13 10:35:00,Ferris,Texas,214,No Subject Provided,N
6096069030,2019-12-13 18:55:54,2019-12-12 13:11:00,Franklin Park,New Jersey,732,"Calls pretending to be government, businesses, or family and friends",Y
3105886662,2019-12-13 18:56:29,2019-12-13 10:48:00,,California,213,No Subject Provided,N
8008924357,2019-12-13 18:55:56,2019-12-13 15:32:00,Pacifica,California,650,Other,Y
3127774200,2019-12-13 18:56:10,2019-12-13 18:00:00,Mentor,Ohio,440,Computer  & technical support,Y
8882171412,2019-12-13 18:56:11,2019-12-09 09:15:00,Albany,Oregon,541,No Subject Provided,Y
8324616847,2019-12-13 18:56:12,2019-12-13 16:45:00,,Texas,832,No Subject Provided,Y
8722467140,2019-12-13 18:56:14,2019-12-06 15:06:00,JONESBOROUGH,Tennessee,423,No Subject Provided,Y
2537625360,2019-12-13 18:56:15,2019-12-10 00:00:00,,Texas,214,No Subject Provided,N
8007925070,2019-12-13 18:56:18,2019-12-10 14:02:00,Dale,Indiana,812,No Subject Provided,Y
3127774200,2019-12-13 18:56:24,2019-12-13 18:13:00,Willowick,Ohio,440,No Subject Provided,Y
7178832168,2019-12-13 18:56:26,2019-12-13 18:50:00,Quarryville,Pennsylvania,717,No Subject Provided,N
2403515321,2019-12-13 18:56:30,2019-12-13 14:03:00,,California,909,"Calls pretending to be government, businesses, or family and friends",N
8662605778,2019-12-13 18:56:34,2019-12-13 07:29:00,Silverthorne,Colorado,614,"Calls pretending to be government, businesses, or family and friends",Y
8134003858,2019-12-13 18:56:35,2019-12-03 12:43:00,12004 W Carroll Rd Beloit,Wisconsin,608,No Subject Provided,N
2145621491,2019-12-13 18:56:37,2019-12-10 00:00:00,,Texas,214,No Subject Provided,N
8314303256,2019-12-13 18:56:53,2019-12-13 15:54:00,fresno,California,559,Other,Y
3096506753,2019-12-13 18:56:54,2019-12-13 15:27:00,BRIMFIELD,Illinois,309,Dropped call or no message,Y
9722075030,2019-12-13 18:56:56,2019-12-06 00:00:00,,Texas,214,No Subject Provided,N
7147073260,2019-12-13 18:56:57,2019-12-04 10:01:00,Mesa,Arizona,480,Dropped call or no message,Y
5097490527,2019-12-13 18:56:58,2019-12-13 15:51:00,,Washington,509,No Subject Provided,Y
4432410313,2019-12-13 18:57:08,2019-12-13 08:10:00,,Utah,435,"Reducing your debt (credit cards, mortgage, student loans)",Y
7143865791,2019-12-13 18:57:12,2019-12-13 18:00:00,The Villages,Florida,256,"Calls pretending to be government, businesses, or family and friends",Y
6292057795,2019-12-13 18:57:16,2019-12-13 00:00:00,Loudon,Tennessee,865,Dropped call or no message,N
4242044290,2019-12-13 18:57:17,2019-12-13 11:48:00,Las Vegas,Nevada,702,Computer  & technical support,Y
5123352226,2019-12-13 18:57:29,2019-12-13 00:00:00,,Texas,214,No Subject Provided,N
7139849200,2019-12-13 18:57:35,2019-12-13 11:49:00,,Texas,832,No Subject Provided,Y
4322422919,2019-12-13 18:57:46,2019-12-12 00:00:00,,Texas,214,No Subject Provided,N
4126468306,2019-12-13 18:57:50,2019-12-13 13:44:00,Sahuarita,Arizona,520,"Calls pretending to be government, businesses, or family and friends",Y
4025137467,2019-12-13 18:57:50,2019-12-10 12:33:00,,Nebraska,402,Home improvement  & cleaning,N
6087368004,2019-12-13 18:57:52,2019-12-03 18:13:00,12004 W Carroll Rd Beloit,Wisconsin,608,No Subject Provided,N
8653352716,2019-12-13 18:57:53,2019-12-13 00:00:00,Loudon,Tennessee,865,Dropped call or no message,N
6085150563,2019-12-13 18:57:54,2019-12-13 18:54:00,,Wisconsin,608,Other,Y
8328146120,2019-12-13 18:58:00,2019-12-13 17:13:00,Spring,Texas,281,"Reducing your debt (credit cards, mortgage, student loans)",Y
4787775013,2019-12-13 18:58:02,2019-12-13 18:18:00,Screven,Georgia,912,Warranties  & protection plans,Y
2403515321,2019-12-13 18:58:04,2019-12-13 12:51:00,,California,909,"Calls pretending to be government, businesses, or family and friends",N
,2019-12-13 18:58:06,2019-12-13 13:43:00,,California,916,"Calls pretending to be government, businesses, or family and friends",Y
,2019-12-13 18:58:10,2019-12-13 16:00:00,San Pedro,California,714,"Calls pretending to be government, businesses, or family and friends",Y
4692098222,2019-12-13 18:58:11,2019-12-12 00:00:00,,Texas,214,No Subject Provided,N
7602390888,2019-12-13 18:58:58,2019-12-13 16:11:00,,California,760,No Subject Provided,N
2017953260,2019-12-13 18:58:33,2019-12-13 16:55:00,Toms River,New Jersey,732,Dropped call or no message,N
5157240312,2019-12-13 18:58:34,2019-12-13 13:30:00,,New York,212,No Subject Provided,N
8008924357,2019-12-13 18:58:40,2019-12-13 17:50:00,Charlotte,North Carolina,401,"Lotteries, prizes  & sweepstakes",Y
8326611529,2019-12-13 18:58:49,2019-12-13 10:11:00,,Texas,832,No Subject Provided,Y
7072091029,2019-12-13 18:58:51,2019-11-12 09:40:00,Austin,Texas,512,Medical  & prescriptions,Y
6314490321,2019-12-13 18:58:54,2019-12-13 15:50:00,,Washington,425,Dropped call or no message,Y
4192999608,2019-12-13 18:58:59,2019-12-13 15:13:00,,Ohio,419,No Subject Provided,Y
2403515321,2019-12-13 18:59:07,2019-12-13 11:53:00,,California,909,"Calls pretending to be government, businesses, or family and friends",N
6035629334,2019-12-13 18:59:22,2019-12-12 15:59:00,Jaffrey,New Hampshire,603,Medical  & prescriptions,Y
8772911642,2019-12-13 18:59:24,2019-12-13 17:54:00,,Ohio,330,Dropped call or no message,Y
6265923178,2019-12-13 18:59:29,2019-12-10 16:04:00,,New York,212,No Subject Provided,N
2403515321,2019-12-13 19:00:02,2019-12-13 11:10:00,,California,909,"Calls pretending to be government, businesses, or family and friends",N
7606243912,2019-12-13 19:00:22,2019-12-13 17:41:00,,California,760,No Subject Provided,N
4102460117,2019-12-13 19:00:22,2019-12-13 09:35:00,Lawton,Michigan,269,No Subject Provided,Y
3233639636,2019-12-13 19:00:25,2019-12-10 15:15:00,,New York,212,No Subject Provided,N
8152099188,2019-12-13 19:00:40,2019-12-12 01:02:00,,Illinois,815,Dropped call or no message,Y
2105206400,2019-12-13 19:00:49,2019-12-13 14:00:00,ketchikan,Alaska,907,Dropped call or no message,Y
2403515321,2019-12-13 19:00:55,2019-12-13 10:27:00,,California,909,"Calls pretending to be government, businesses, or family and friends",N
3233639636,2019-12-13 19:00:56,2019-12-10 15:16:00,,New York,212,No Subject Provided,N
7042053963,2019-12-13 19:01:07,2019-12-13 18:52:00,,North Carolina,704,Other,Y
8446721258,2019-12-13 19:01:09,2019-12-06 12:35:00,Steubenville,Ohio,740,"Calls pretending to be government, businesses, or family and friends",N
8552970592,2019-12-13 19:01:09,2019-12-13 09:38:00,,Colorado,303,"Calls pretending to be government, businesses, or family and friends",Y
8322659311,2019-12-13 19:02:22,2019-12-11 08:23:00,,Texas,832,No Subject Provided,
3159229828,2019-12-13 19:01:20,2019-12-13 18:58:00,bronx,New York,718,No Subject Provided,N
5093314187,2019-12-13 19:01:35,2019-12-13 10:19:00,,Washington,509,No Subject Provided,Y
5855314830,2019-12-13 19:01:44,2019-12-13 16:57:00,,New York,585,No Subject Provided,N
3132097307,2019-12-13 19:01:44,2019-12-13 00:00:00,Lawton,Michigan,269,No Subject Provided,Y
,2019-12-13 19:01:57,2019-12-13 00:00:00,Peoria,Arizona,800,"Calls pretending to be government, businesses, or family and friends",Y
8582518313,2019-12-13 19:02:05,2019-12-13 08:07:00,,Colorado,303,Medical  & prescriptions,Y
7189254452,2019-12-13 19:02:55,2019-12-13 19:00:00,,New York,718,No Subject Provided,N
4696915994,2019-12-13 19:02:19,2019-12-05 18:08:00,Steubenville,Ohio,740,"Calls pretending to be government, businesses, or family and friends",N
8884225654,2019-12-13 19:02:20,2019-12-03 20:26:00,12004 W Carroll Rd Beloit,Wisconsin,608,No Subject Provided,N
4242847779,2019-12-13 19:02:38,2019-12-13 12:49:00,,California,562,Dropped call or no message,Y
9164339520,2019-12-13 19:02:44,2019-12-13 03:00:00,,California,916,Other,Y
8165054943,2019-12-13 19:02:56,2019-12-13 17:39:00,,Missouri,660,No Subject Provided,N
5412167532,2019-12-13 19:02:57,2019-12-13 15:59:00,KEIZER,Oregon,303,"Reducing your debt (credit cards, mortgage, student loans)",N
8003356384,2019-12-13 19:03:03,2019-12-12 12:05:00,,Colorado,303,Dropped call or no message,Y
8002752273,2019-12-13 19:03:08,2019-12-13 18:23:00,,Michigan,313,Computer  & technical support,Y
4697364965,2019-12-13 19:03:35,2019-12-05 16:54:00,Steubenville,Ohio,740,"Calls pretending to be government, businesses, or family and friends",N
7256051596,2019-12-13 19:03:50,2019-12-09 09:07:00,Las Vegas,Nevada,702,No Subject Provided,N
7198389530,2019-12-13 19:04:01,2019-12-13 10:13:00,,Colorado,303,Dropped call or no message,Y
5163514215,2019-12-13 19:04:03,2019-12-12 10:30:00,,New York,516,Warranties  & protection plans,Y
6026026000,2019-12-13 19:04:11,2019-12-13 14:01:00,Mililani,Hawaii,808,Dropped call or no message,Y
6087659233,2019-12-13 19:04:12,2019-12-04 09:26:00,12004 W Carroll Rd Beloit,Wisconsin,608,No Subject Provided,N
8772045482,2019-12-13 19:04:18,2019-12-11 09:14:00,Keizer,Oregon,503,No Subject Provided,N
7272289173,2019-12-13 19:04:19,2019-12-12 00:00:00,Lawton,Michigan,269,No Subject Provided,N
5187491315,2019-12-13 19:04:21,2019-12-13 18:57:00,selkirk,New York,518,Warranties  & protection plans,Y
8003378691,2019-12-13 19:04:28,2019-12-13 14:05:00,Latrobe,Pennsylvania,724,"Calls pretending to be government, businesses, or family and friends",Y
2025405121,2019-12-13 19:04:36,2019-12-12 13:29:00,las vegas,Nevada,702,No Subject Provided,Y
8772691105,2019-12-13 19:04:37,2019-12-11 11:26:00,,Wisconsin,608,No Subject Provided,Y
4697922997,2019-12-13 19:04:39,2019-12-05 15:27:00,Steubenville,Ohio,740,"Calls pretending to be government, businesses, or family and friends",N
8634170191,2019-12-13 19:04:48,2019-12-13 18:48:00,Norwalk,Connecticut,917,Other,Y
8003356384,2019-12-13 19:04:49,2019-12-13 17:00:00,,Colorado,303,Dropped call or no message,Y
6087368004,2019-12-13 19:05:14,2019-12-04 13:03:00,12004 W Carroll Rd Beloit,Wisconsin,608,No Subject Provided,N
7204799451,2019-12-13 19:05:25,2019-12-13 16:02:00,,New York,718,"Calls pretending to be government, businesses, or family and friends",Y
2122397500,2019-12-13 19:05:26,2019-12-11 11:00:00,,California,916,No Subject Provided,Y
9292663334,2019-12-13 19:05:29,2019-12-13 10:50:00,,New York,516,"Lotteries, prizes  & sweepstakes",Y
6103431493,2019-12-13 19:05:36,2019-12-13 16:48:00,Charlotte,North Carolina,610,Dropped call or no message,Y
7023325587,2019-12-13 19:05:38,2019-12-13 08:22:00,las vegas,Nevada,702,No Subject Provided,Y
8772047897,2019-12-13 19:05:42,2019-12-11 12:23:00,Keizer,Oregon,503,No Subject Provided,N
3018593967,2019-12-13 19:05:48,2019-12-11 17:13:00,,Maryland,301,Dropped call or no message,Y
4690745640,2019-12-13 19:05:48,2019-12-05 13:29:00,Steubenville,Ohio,740,"Calls pretending to be government, businesses, or family and friends",N
5854681047,2019-12-13 19:05:48,2019-12-13 11:11:00,,New York,585,No Subject Provided,N
6196388987,2019-12-13 19:05:48,2019-12-13 10:34:00,,California,619,Dropped call or no message,N
4143066008,2019-12-13 19:05:52,2019-12-12 10:32:00,Milwaukee,Wisconsin,414,Medical  & prescriptions,Y
8553401899,2019-12-13 19:06:12,2019-12-11 19:21:00,Cape Coral,Florida,239,No Subject Provided,Y
6193508786,2019-12-13 19:06:19,2019-12-13 14:00:00,,California,619,Dropped call or no message,N
2023186445,2019-12-13 19:06:26,2019-12-13 14:38:00,Brown Deer,Wisconsin,414,"Reducing your debt (credit cards, mortgage, student loans)",Y
8553353482,2019-12-13 19:06:30,2019-12-13 09:30:00,,Virginia,540,Other,Y
5617021109,2019-12-13 19:07:47,2019-12-13 00:00:00,,Florida,561,No Subject Provided,N
8666960118,2019-12-13 19:06:40,2019-12-13 18:56:00,Rochester,New York,585,"Calls pretending to be government, businesses, or family and friends",Y
8884861300,2019-12-13 19:06:41,2019-12-12 00:40:00,,Wisconsin,608,No Subject Provided,Y
8772041059,2019-12-13 19:06:49,2019-12-12 13:07:00,Keizer,Oregon,503,No Subject Provided,N
8002897919,2019-12-13 19:07:04,2019-12-13 13:20:00,,Arizona,928,No Subject Provided,N
7409999125,2019-12-13 19:07:04,2019-12-07 16:56:00,Steubenville,Ohio,740,No Subject Provided,N
,2019-12-13 19:07:24,2019-12-13 15:59:00,San Jose,California,408,"Calls pretending to be government, businesses, or family and friends",Y
9088431070,2019-12-13 19:07:30,2019-12-13 10:42:00,,New Jersey,732,Dropped call or no message,Y
2543865639,2019-12-13 19:07:32,2019-12-13 11:35:00,Clinton,Illinois,217,Other,Y
,2019-12-13 19:08:06,2019-06-26 15:00:00,,Louisiana,337,No Subject Provided,N
8887179765,2019-12-13 19:07:42,2019-12-12 07:38:00,Los Angeles,California,323,No Subject Provided,Y
,2019-12-13 19:07:42,2019-12-13 14:59:00,Granite Bay,California,916,"Calls pretending to be government, businesses, or family and friends",Y
7204799451,2019-12-13 19:07:54,2019-12-13 15:47:00,junction,Texas,281,Computer  & technical support,Y
4104297172,2019-12-13 19:08:00,2019-12-12 16:42:00,Keizer,Oregon,503,No Subject Provided,N
8008555067,2019-12-13 19:08:06,2019-12-13 15:46:00,,Arizona,928,No Subject Provided,N
9088431070,2019-12-13 19:08:07,2019-12-13 12:09:00,,New Jersey,732,Dropped call or no message,Y
6312538107,2019-12-13 19:08:12,2019-12-13 17:21:00,Cutchogue,New York,631,No Subject Provided,Y
8884225654,2019-12-13 19:08:14,2019-12-04 17:07:00,12004 W Carroll Rd Beloit,Wisconsin,608,No Subject Provided,N
4143066047,2019-12-13 19:08:18,2019-12-06 09:24:00,Milwaukee,Wisconsin,414,Medical  & prescriptions,Y
3367911953,2019-12-13 19:08:19,2019-12-09 16:50:00,Steubenville,Ohio,740,"Energy, solar,  & utilities",N
,2019-12-13 19:08:21,2019-12-13 18:50:00,,New York,917,"Calls pretending to be government, businesses, or family and friends",Y
8597953342,2019-12-13 19:08:33,2019-12-13 19:01:00,Berea,Kentucky,859,Other,Y
8008497602,2019-12-13 19:08:37,2019-12-13 16:05:00,carlsbad,California,760,"Calls pretending to be government, businesses, or family and friends",Y
8594206653,2019-12-13 19:08:37,2019-12-13 11:03:00,Lexington,Kentucky,859,Warranties  & protection plans,Y
8042297252,2019-12-13 19:08:38,2019-12-13 19:00:00,Richmond,Virginia,804,Vacation  & timeshares,N
9088431070,2019-12-13 19:08:43,2019-12-13 14:24:00,,New Jersey,732,Dropped call or no message,Y
8008419968,2019-12-13 19:09:01,2019-12-13 17:02:00,,Arizona,928,No Subject Provided,N
2166995506,2019-12-13 19:09:10,2019-12-11 17:09:00,Steubenville,Ohio,740,No Subject Provided,N
,2019-12-13 19:09:14,2019-12-11 08:03:00,Gillette,Wyoming,307,No Subject Provided,N
9088431070,2019-12-13 19:09:15,2019-12-13 17:01:00,,New Jersey,732,Dropped call or no message,Y
2627403084,2019-12-13 19:09:23,2019-12-04 20:32:00,12004 W Carroll Rd Beloit,Wisconsin,608,No Subject Provided,N
3348559065,2019-12-13 19:09:35,2019-12-13 19:05:00,Phenix City,Alabama,334,Other,Y
4805300213,2019-12-13 19:09:39,2019-12-11 09:49:00,,Washington,360,Other,Y
8187179765,2019-12-13 19:09:44,2019-12-12 14:51:00,Los Angeles,California,323,No Subject Provided,Y
7131831,2019-12-13 19:09:46,2019-12-13 15:46:00,Cutchogue,New York,631,No Subject Provided,Y
2175230011,2019-12-13 19:09:49,2019-12-13 18:08:00,,Illinois,217,No Subject Provided,N
3126047187,2019-12-13 19:10:05,2019-12-13 16:08:00,Seattle,Washington,206,No Subject Provided,Y
5134469705,2019-12-13 19:10:14,2019-12-10 12:47:00,Steubenville,Ohio,740,No Subject Provided,N
5619832335,2019-12-13 19:11:07,2019-12-13 00:00:00,,Florida,561,No Subject Provided,N
7027180447,2019-12-13 19:10:42,2019-12-13 09:06:00,las vegas,Nevada,702,No Subject Provided,Y
8559145768,2019-12-13 19:10:43,2019-12-13 15:17:00,,Washington,631,"Calls pretending to be government, businesses, or family and friends",Y
9036469378,2019-12-13 19:11:07,2019-12-13 15:25:00,,Texas,903,Dropped call or no message,N
7028304998,2019-12-13 19:11:13,2019-12-13 15:03:00,Keizer,Oregon,503,No Subject Provided,Y
7256051914,2019-12-13 19:11:21,2019-12-11 09:15:00,Las Vegas,Nevada,702,No Subject Provided,N
1111111111,2019-12-13 19:11:22,2019-12-05 12:25:00,12004 W Carroll Rd Beloit,Wisconsin,608,No Subject Provided,N
6026102194,2019-12-13 19:11:36,2019-12-13 09:07:00,Peoria,Arizona,623,Dropped call or no message,Y
5852076165,2019-12-13 19:11:40,2019-12-13 10:34:00,,New York,585,No Subject Provided,N
3307136538,2019-12-13 19:11:43,2019-12-13 14:03:00,Atwater,Ohio,330,"Reducing your debt (credit cards, mortgage, student loans)",Y
2025405121,2019-12-13 19:11:47,2019-12-13 10:50:00,las vegas,Nevada,702,No Subject Provided,Y
9092810610,2019-12-13 19:12:09,2019-12-13 13:07:00,Boonville,California,707,Dropped call or no message,Y
8001196377,2019-12-13 19:12:12,2019-12-13 10:26:00,Steubenville,Ohio,740,"Calls pretending to be government, businesses, or family and friends",N
8103131854,2019-12-13 19:12:14,2019-12-13 18:54:00,Gaylord,Michigan,810,Warranties  & protection plans,N
6085575618,2019-12-13 19:12:43,2019-12-05 17:26:00,12004 W Carroll Rd Beloit,Wisconsin,608,No Subject Provided,N
2025405121,2019-12-13 19:12:43,2019-12-13 12:51:00,las vegas,Nevada,702,No Subject Provided,Y
9036654603,2019-12-13 19:12:55,2019-12-13 17:57:00,,Texas,903,No Subject Provided,Y
8002453713,2019-12-13 19:13:02,2019-12-12 00:00:00,Grapevine,Texas,214,No Subject Provided,Y
7408497503,2019-12-13 19:13:02,2019-12-13 16:21:00,Steubenville,Ohio,740,No Subject Provided,N
2819402196,2019-12-13 19:13:04,2019-12-13 17:09:00,Plano,Texas,314,"Calls pretending to be government, businesses, or family and friends",Y
8382034148,2019-12-13 19:13:10,2019-12-12 11:16:00,,Washington,408,Other,Y
7073682766,2019-12-13 19:13:14,2019-12-13 09:22:00,Boonville,California,707,Dropped call or no message,Y
8597953342,2019-12-13 19:13:23,2019-12-13 19:01:00,Berea,Kentucky,859,Other,Y
5512764712,2019-12-13 19:13:28,2019-12-13 10:24:00,,New Jersey,732,No Subject Provided,Y
8559340112,2019-12-13 19:13:32,2019-12-13 13:13:00,Mount Hope,West Virginia,304,Computer  & technical support,Y
2025405121,2019-12-13 19:13:40,2019-12-13 03:19:00,las vegas,Nevada,702,No Subject Provided,Y
8662903142,2019-12-13 19:13:42,2019-11-29 13:00:00,Granite Bay,California,916,"Calls pretending to be government, businesses, or family and friends",Y
8002752273,2019-12-13 19:13:55,2019-12-13 13:34:00,Steubenville,Ohio,740,No Subject Provided,N
7476235507,2019-12-13 19:13:56,2019-12-13 11:36:00,cedar hill,Texas,972,No Subject Provided,Y
4177201256,2019-12-13 19:13:58,2019-12-13 06:09:00,Shawnee,Kansas,913,Vacation  & timeshares,N
9548077036,2019-12-13 19:14:03,2019-12-13 06:23:00,,Florida,954,"Calls pretending to be government, businesses, or family and friends",Y
6083609053,2019-12-13 19:14:06,2019-12-06 12:37:00,12004 W Carroll Rd Beloit,Wisconsin,608,No Subject Provided,N
3104456377,2019-12-13 19:14:16,2019-12-13 16:00:00,,California,310,No Subject Provided,N
8009425459,2019-12-13 19:14:24,2019-12-13 09:05:00,Los Angeles,California,323,"Calls pretending to be government, businesses, or family and friends",Y
,2019-12-13 19:14:30,2019-12-13 16:29:00,Los Angeles,,800,"Calls pretending to be government, businesses, or family and friends",Y
6197827239,2019-12-13 19:14:31,2019-12-12 18:10:00,Mt Vernon,Illinois,618,No Subject Provided,N
7866282478,2019-12-13 19:14:32,2019-12-13 19:10:00,Medley,Florida,786,Home security  & alarms,N
7572105876,2019-12-13 19:14:37,2019-12-09 09:00:00,Fresno,Texas,601,Other,Y
9515796535,2019-12-13 19:14:49,2019-12-13 17:44:00,Phenix City,Alabama,334,Other,Y
9099630944,2019-12-13 19:14:57,2019-12-13 11:12:00,Cloverdale,California,415,"Calls pretending to be government, businesses, or family and friends",Y
8888640116,2019-12-13 19:14:57,2019-12-13 00:00:00,San Diego,California,858,Computer  & technical support,N
8559340112,2019-12-13 19:14:59,2019-12-13 13:38:00,Mount Hope,West Virginia,304,Computer  & technical support,Y
,2019-12-13 19:15:01,2019-12-13 10:36:00,,Texas,903,"Reducing your debt (credit cards, mortgage, student loans)",Y
8005154810,2019-12-13 19:15:10,2019-12-13 16:05:00,,California,408,"Energy, solar,  & utilities",Y
7196119637,2019-12-13 19:15:20,2019-12-13 09:56:00,cedar hill,Texas,972,No Subject Provided,Y
7045504113,2019-12-13 19:15:22,2019-12-13 15:00:00,,North Carolina,704,No Subject Provided,Y
7143865791,2019-12-13 19:15:26,2019-12-13 15:14:00,Prov,Rhode Island,401,"Calls pretending to be government, businesses, or family and friends",Y
6033910180,2019-12-13 19:15:28,2019-12-13 16:00:00,,California,925,Computer  & technical support,Y
4156011903,2019-12-13 19:15:29,2019-12-13 16:12:00,San Rafael,California,415,Home improvement  & cleaning,Y
,2019-12-13 19:15:34,2019-12-13 11:02:00,,Texas,903,Dropped call or no message,N
7024632146,2019-12-13 19:15:39,2019-12-13 07:09:00,Las Vegas,Nevada,702,Warranties  & protection plans,Y
5204247375,2019-12-13 19:15:43,2019-12-13 09:13:00,Peoria,Arizona,623,Dropped call or no message,Y
9546602049,2019-12-13 19:15:56,2019-12-13 16:09:00,,Florida,954,"Calls pretending to be government, businesses, or family and friends",Y
9284191054,2019-12-13 19:16:00,2019-12-13 00:00:00,,Arizona,928,"Calls pretending to be government, businesses, or family and friends",Y
8559340112,2019-12-13 19:16:06,2019-12-13 13:45:00,Mount Hope,West Virginia,304,Computer  & technical support,Y
2122030999,2019-12-13 19:16:16,2019-11-10 00:00:00,,New York,718,No Subject Provided,Y
5134328386,2019-12-13 19:16:39,2019-12-13 17:03:00,Cincinnati,Ohio,513,Warranties  & protection plans,N
7072446400,2019-12-13 19:16:41,2019-12-13 13:28:00,,Hawaii,808,No Subject Provided,Y
9548077036,2019-12-13 19:16:49,2019-12-13 18:23:00,,Florida,954,"Calls pretending to be government, businesses, or family and friends",Y
5512764712,2019-12-13 19:17:59,2019-12-13 09:18:00,,New Jersey,732,No Subject Provided,
3362645064,2019-12-13 19:17:05,2019-12-13 16:25:00,Greensboro,North Carolina,336,Other,Y
9802941582,2019-12-13 19:17:08,2019-12-13 18:53:00,,North Carolina,704,No Subject Provided,Y
8778589910,2019-12-13 19:17:08,2019-12-05 13:37:00,cedar hill,Texas,972,No Subject Provided,Y
2128243100,2019-12-13 19:17:16,2019-12-13 16:21:00,Mount Hope,West Virginia,304,Computer  & technical support,Y
8776898723,2019-12-13 19:17:50,2019-12-12 17:43:00,Carson,California,424,Dropped call or no message,Y
5203752492,2019-12-13 19:17:54,2019-12-13 11:10:00,Peoria,Arizona,623,Dropped call or no message,Y
8889713309,2019-12-13 19:17:59,2019-12-13 09:47:00,,Florida,954,"Calls pretending to be government, businesses, or family and friends",Y
2503247727,2019-12-13 19:18:06,2019-12-13 19:12:00,Enfield,New Hampshire,603,"Reducing your debt (credit cards, mortgage, student loans)",Y
6098831577,2019-12-13 19:18:07,2019-12-13 17:03:00,,New Jersey,609,"Reducing your debt (credit cards, mortgage, student loans)",Y
9094361442,2019-12-13 19:18:14,2019-12-11 00:00:00,Carmel,California,831,Dropped call or no message,Y
,2019-12-13 19:18:15,2019-12-13 09:00:00,Happy Valley,Oregon,503,"Calls pretending to be government, businesses, or family and friends",Y
3346059070,2019-12-13 19:18:30,2019-12-13 15:21:00,Madison,Alabama,256,Dropped call or no message,Y
